participant_id,wave_month,examination_stress,academic_pressure,homework_burden,school_climate,bullying_exposure,harsh_discipline,educational_aspirations,fear_of_failure,teacher_support,counselling_access,household_assets,food_insecurity,economic_strain,employment_pressure,financial_stress,digital_access,household_instability,internalised_stigma,community_stigma,family_stigma,school_stigma,mental_health_literacy,help_seeking_intention,help_seeking_behaviour,awareness_of_services,resilience_score,social_support,family_connectedness,peer_support,community_connectedness,religious_support,school_belonging
NEPS-GHA-0050,6,5.7,9.1,4.4,Hostile,,Often,University,1.4,5.5,No,0,Severe,6.2,Family expects,4.5,Smartphone,Some instability,0.6,6.4,5.8,2.2,18.7,Maybe,Informal,Good,8.4,17.0,13.5,19.2,19.5,7.9,9.8
NEPS-GHA-0050,12,6.0,5.1,0.6,Hostile,Physical,Often,Vocational,7.2,4.3,No,11,,2.8,Self pressure,3.1,,Highly unstable,0.9,7.3,4.4,9.9,16.1,Maybe,Informal,,97.0,8.5,17.9,2.8,11.7,1.7,4.2
NEPS-GHA-0050,18,4.7,8.7,9.9,Supportive,Multiple,Often,University,0.1,6.4,No,13,Mild,5.6,Family expects,2.0,,Some instability,5.5,0.4,8.3,8.3,6.1,No,,Good,2.7,0.0,5.3,19.1,16.7,9.5,13.1
NEPS-GHA-0050,24,8.9,4.2,4.9,Hostile,Verbal,Never,University,7.6,4.9,Yes,19,Moderate,5.8,Financial need,8.7,,Highly unstable,8.2,3.7,7.3,0.2,5.2,No,Professional,Good,32.0,17.6,2.7,3.3,5.5,8.4,18.2
NEPS-SIE-0051,6,3.6,2.9,5.3,Supportive,Multiple,Rarely,Vocational,7.6,6.0,Yes,17,Moderate,8.7,Self pressure,2.7,Shared,Stable,5.3,3.5,1.4,1.4,5.6,Maybe,,Some,92.1,3.3,4.4,10.1,16.6,15.9,11.2
NEPS-SIE-0051,12,6.9,9.5,8.5,Hostile,Multiple,Never,Undecided,4.6,0.8,Yes,0,Severe,3.5,Self pressure,1.4,,Highly unstable,5.2,9.7,1.7,3.0,14.9,Yes,Informal,Good,85.7,2.8,4.5,2.5,2.6,1.6,13.8
NEPS-SIE-0051,18,7.8,0.8,7.7,Neutral,,Rarely,University,0.3,6.6,Don't know,1,Severe,1.2,Self pressure,0.4,Shared,Highly unstable,0.1,1.0,1.2,6.0,11.8,Yes,Informal,,35.2,1.8,16.9,18.8,19.0,7.0,3.2
NEPS-SIE-0051,24,5.0,7.3,2.4,Hostile,,Never,University,5.3,7.2,No,5,,9.7,,9.2,,Some instability,7.0,1.9,6.7,1.1,16.7,Maybe,,Good,51.4,8.2,15.2,6.3,9.3,10.4,9.9
NEPS-SIE-0052,6,3.6,2.9,7.2,Supportive,Physical,Often,University,3.8,4.6,Don't know,9,Severe,2.3,Financial need,2.9,,Stable,8.6,8.9,8.0,9.4,7.3,Yes,,,10.5,8.8,13.2,1.7,2.9,8.0,11.8
NEPS-SIE-0052,12,1.0,9.3,9.8,Supportive,Physical,Rarely,Employment,2.0,8.4,No,3,Mild,8.4,Financial need,2.8,Shared,Highly unstable,9.4,3.6,6.7,9.5,19.8,No,Religious,Good,76.8,2.2,5.0,9.9,12.6,2.7,2.0
NEPS-SIE-0052,18,0.5,0.7,6.8,Supportive,Cyber,Sometimes,Vocational,3.0,6.2,Yes,16,Severe,7.9,Family expects,2.9,,Some instability,5.0,5.4,8.1,5.4,0.4,Yes,,Good,38.4,6.3,7.5,9.2,0.7,11.1,17.2
NEPS-SIE-0052,24,3.0,7.1,4.9,Supportive,Physical,Often,Undecided,7.6,5.7,No,17,Severe,4.8,Family expects,5.1,,Some instability,4.9,9.7,6.2,3.5,19.6,Maybe,Professional,Good,59.0,2.6,7.3,16.2,11.7,15.3,12.5
NEPS-SIE-0053,6,3.8,4.3,9.9,Neutral,Physical,Never,Vocational,2.5,6.5,Don't know,2,,8.7,,3.4,Smartphone,Highly unstable,3.3,4.6,8.6,5.7,18.0,Maybe,Professional,,47.0,0.4,6.3,11.4,6.4,2.0,9.8
NEPS-SIE-0053,12,6.9,2.1,5.0,Hostile,Physical,Rarely,Employment,3.6,4.4,No,20,,8.4,Family expects,2.9,Smartphone,Some instability,10.0,4.0,2.3,7.4,1.8,No,Professional,,33.7,1.3,16.0,9.5,4.2,15.9,13.0
NEPS-SIE-0053,18,3.0,8.0,4.3,Hostile,Physical,Rarely,Undecided,4.0,6.2,No,17,Mild,8.8,Family expects,5.8,Basic phone,Highly unstable,9.6,7.4,4.7,9.4,10.7,No,,,72.7,1.2,4.0,9.2,4.8,14.9,15.3
NEPS-SIE-0053,24,8.4,4.1,8.6,Supportive,Verbal,Often,Employment,8.2,6.5,No,19,Mild,4.1,,1.5,Smartphone,Stable,8.0,3.1,4.9,9.9,8.4,Yes,Informal,Good,27.3,0.6,15.8,5.6,11.0,12.9,0.8
NEPS-SIE-0054,6,7.2,7.8,0.6,Supportive,Physical,Sometimes,University,9.0,4.1,No,2,Severe,9.4,Family expects,2.4,Smartphone,Highly unstable,6.6,5.8,7.8,5.3,9.9,Yes,Informal,,12.2,16.1,6.6,11.7,7.8,15.0,4.7
NEPS-SIE-0054,12,4.2,1.4,1.8,Neutral,Cyber,Often,Employment,8.6,0.6,Don't know,11,,3.2,Financial need,4.7,Basic phone,Some instability,8.8,9.4,3.6,7.2,16.4,Yes,Professional,,66.2,18.8,13.8,15.8,4.8,11.1,6.2
NEPS-SIE-0054,18,9.6,3.6,8.1,Supportive,Multiple,Rarely,Undecided,3.9,9.1,No,8,Moderate,0.9,Family expects,3.0,Basic phone,Some instability,6.3,8.8,7.7,4.1,0.7,Yes,,Some,73.7,18.5,6.7,8.4,18.4,2.0,3.2
NEPS-SIE-0054,24,2.6,0.7,4.2,Hostile,Multiple,Sometimes,Undecided,7.0,7.6,Don't know,20,Mild,6.3,Family expects,0.0,Basic phone,Highly unstable,3.1,5.8,1.1,2.5,14.3,No,Informal,,68.6,15.9,6.4,9.6,14.7,5.2,13.7
NEPS-SIE-0055,6,8.3,8.0,2.0,Neutral,Physical,Rarely,Undecided,8.8,9.4,Don't know,7,,9.5,Family expects,9.1,,Stable,2.6,8.5,0.5,6.2,12.0,Yes,Professional,Some,17.0,11.3,0.3,10.5,15.5,18.6,16.5
NEPS-SIE-0055,12,4.9,2.2,2.0,Neutral,Physical,Often,Undecided,1.3,8.6,Don't know,6,Moderate,7.3,Family expects,4.2,,Stable,0.3,9.8,2.4,4.5,5.0,No,,Good,1.0,2.7,6.5,13.9,13.7,14.3,14.2
NEPS-SIE-0055,18,7.4,2.6,1.0,Supportive,,Sometimes,Vocational,4.7,3.5,Don't know,19,,0.1,Financial need,3.0,,Highly unstable,3.7,9.7,5.6,5.8,5.2,No,,Some,87.8,2.6,6.3,10.6,2.8,2.3,0.9
NEPS-SIE-0055,24,1.3,8.7,8.3,Hostile,Physical,Often,Employment,9.0,2.6,No,16,Moderate,4.4,Family expects,3.2,,Stable,5.6,9.2,6.4,4.4,3.8,Yes,Informal,Good,3.6,5.2,14.1,8.7,19.9,18.5,0.8
NEPS-SIE-0056,6,3.6,7.1,4.9,Neutral,,Rarely,University,3.5,2.0,No,5,Mild,7.5,Self pressure,5.6,Basic phone,Highly unstable,10.0,0.0,7.7,1.8,18.4,Yes,,,9.4,6.6,5.7,19.6,2.4,7.5,18.6
NEPS-SIE-0056,12,1.1,3.2,0.3,Neutral,Cyber,Often,Employment,5.9,0.1,Yes,20,Severe,3.2,Family expects,2.1,Smartphone,Highly unstable,2.8,8.0,7.4,5.5,12.0,Yes,,Some,17.8,19.3,17.3,1.8,17.0,3.3,15.6
NEPS-SIE-0056,18,2.8,7.5,6.5,Supportive,Physical,Often,Undecided,7.4,9.2,Don't know,19,Mild,3.6,,8.3,Basic phone,Some instability,4.5,3.9,2.7,6.0,1.8,Maybe,Religious,,18.6,12.6,1.9,10.3,19.5,13.5,13.0
NEPS-SIE-0056,24,7.1,9.3,5.3,Hostile,Multiple,Never,Employment,4.7,0.8,No,9,Mild,9.8,Self pressure,8.4,,Some instability,5.7,5.5,9.2,5.1,10.2,Maybe,Professional,Some,66.1,11.4,5.1,5.1,1.6,10.1,2.3
NEPS-SIE-0057,6,6.6,1.8,1.8,Neutral,,Never,Undecided,8.8,3.0,Don't know,14,Severe,6.2,Self pressure,3.4,Basic phone,Stable,1.9,7.5,6.0,8.7,2.1,No,Professional,Good,39.5,0.3,13.1,9.2,8.1,13.2,14.9
NEPS-SIE-0057,12,7.3,3.0,8.1,Hostile,Physical,Often,Employment,0.9,1.4,Yes,3,,7.0,Family expects,8.6,Basic phone,Some instability,6.5,6.5,4.4,6.3,15.8,Yes,Professional,Some,77.0,3.0,8.4,2.3,18.0,14.8,8.9
NEPS-SIE-0057,18,4.9,0.2,4.5,Supportive,Verbal,Sometimes,Undecided,0.5,0.1,Don't know,13,Severe,8.5,Self pressure,0.4,,Some instability,5.1,7.2,9.4,9.1,17.4,Yes,Professional,,1.9,11.5,11.1,5.4,13.0,17.8,2.3
NEPS-SIE-0057,24,6.2,6.5,4.5,Neutral,,Rarely,Employment,7.3,4.7,No,7,Mild,5.9,Self pressure,9.2,,Stable,8.8,7.2,3.9,4.2,18.8,No,Religious,Some,80.0,16.9,12.4,5.6,15.0,13.3,2.6
NEPS-SIE-0058,6,2.0,6.1,1.0,Neutral,Cyber,Sometimes,Vocational,2.1,0.5,Yes,11,Moderate,3.6,Family expects,1.7,Smartphone,Stable,3.4,1.1,2.3,5.6,9.7,Maybe,Religious,Good,77.0,11.1,17.9,17.1,17.5,12.1,2.1
NEPS-SIE-0058,12,0.5,9.5,8.0,Supportive,,Never,University,5.1,1.7,Yes,6,Moderate,1.6,Self pressure,7.1,,Highly unstable,8.7,1.5,3.6,8.2,2.5,Yes,,Some,76.9,0.1,16.7,9.5,5.7,3.4,5.3
NEPS-SIE-0058,18,7.2,4.2,6.3,Supportive,Verbal,Often,Vocational,1.4,4.3,No,14,Moderate,9.4,Financial need,1.5,Smartphone,Highly unstable,8.1,9.4,0.8,3.1,19.6,Yes,,Good,39.3,0.7,18.5,3.0,11.5,19.6,19.6
NEPS-SIE-0058,24,8.0,8.8,9.7,Neutral,Cyber,Sometimes,Employment,9.1,0.1,No,16,Mild,7.0,Financial need,6.4,,Highly unstable,3.5,8.1,6.5,7.8,17.6,Yes,Professional,,33.4,14.5,14.8,2.5,19.8,5.7,1.9
NEPS-SIE-0059,6,5.5,5.2,7.6,Supportive,,Never,Employment,2.4,7.7,Don't know,13,,7.3,Self pressure,2.6,Shared,Stable,0.5,6.5,1.2,3.0,14.7,Maybe,Religious,Good,80.5,19.8,11.3,17.9,12.6,10.7,11.9
NEPS-SIE-0059,12,3.5,2.8,7.8,Hostile,Multiple,Rarely,Undecided,5.2,2.5,No,16,Mild,8.2,Self pressure,4.5,Basic phone,Highly unstable,4.3,4.1,0.9,4.2,2.6,Yes,,Good,36.9,10.5,11.8,10.4,7.9,5.3,10.0
NEPS-SIE-0059,18,4.2,4.4,9.3,Neutral,Cyber,Rarely,Vocational,5.1,4.8,No,4,,6.9,Financial need,4.7,Basic phone,Highly unstable,3.7,9.5,6.0,4.1,2.4,No,Religious,Good,52.3,2.4,6.1,7.5,5.9,0.6,2.9
NEPS-SIE-0059,24,7.8,4.2,9.4,Neutral,Physical,Rarely,Vocational,8.2,4.9,Yes,17,Moderate,0.7,,4.2,Shared,Highly unstable,4.5,3.4,3.8,8.3,16.7,Yes,Informal,,63.6,15.2,13.3,3.0,14.6,1.8,12.5
NEPS-SIE-0060,6,6.2,3.9,9.0,Neutral,Multiple,Never,Undecided,7.4,6.5,Yes,0,Moderate,5.6,,6.4,Smartphone,Stable,9.6,5.4,7.6,9.6,10.4,Maybe,Professional,Good,65.8,10.6,19.2,5.5,4.1,16.6,16.8
NEPS-SIE-0060,12,5.8,0.8,5.3,Neutral,Cyber,Never,Undecided,8.6,0.2,No,5,Severe,0.2,Self pressure,3.8,Smartphone,Stable,9.8,5.4,2.9,1.8,15.4,Yes,Religious,Some,67.9,1.2,19.2,3.6,14.3,6.0,2.0
NEPS-SIE-0060,18,1.4,8.9,2.6,Supportive,,Rarely,Vocational,7.5,5.9,No,16,Severe,9.5,Self pressure,0.6,,Highly unstable,4.1,4.8,4.1,2.3,17.7,Maybe,Professional,Good,76.3,13.0,2.5,11.4,8.9,16.9,10.0
NEPS-SIE-0060,24,7.8,1.4,5.4,Supportive,Verbal,Often,Undecided,0.4,8.1,Don't know,9,Mild,0.0,Financial need,2.7,Shared,Highly unstable,3.8,3.5,6.3,5.9,10.2,Yes,Informal,,53.4,1.4,1.8,14.0,16.6,14.5,20.0
NEPS-SIE-0061,6,8.8,2.1,5.0,Neutral,Physical,Sometimes,Undecided,2.7,6.6,No,10,Mild,4.6,Self pressure,0.2,Basic phone,Highly unstable,9.2,6.1,0.0,0.1,3.5,No,,Some,53.8,15.7,13.0,1.6,0.6,16.6,13.4
NEPS-SIE-0061,12,6.7,3.5,8.1,Hostile,Physical,Often,Vocational,8.4,8.1,Yes,3,Severe,3.7,Family expects,4.4,Basic phone,Highly unstable,0.2,2.8,9.2,3.6,1.8,No,Religious,,22.1,19.6,19.3,0.7,9.9,14.1,12.1
NEPS-SIE-0061,18,0.1,9.8,6.4,Supportive,Physical,Often,Vocational,5.5,6.6,Don't know,19,Mild,0.7,Family expects,7.5,Basic phone,Some instability,9.3,8.6,8.8,7.3,5.5,No,Professional,,67.8,12.3,13.6,17.7,0.0,8.5,13.5
NEPS-SIE-0061,24,6.5,8.5,3.2,Neutral,Physical,Never,Undecided,5.0,5.2,Yes,7,,2.8,Financial need,5.3,Shared,Stable,3.9,3.3,8.8,8.1,19.8,Yes,,Good,91.7,3.9,6.6,1.3,12.5,0.6,8.6
NEPS-SIE-0062,6,0.2,8.0,9.4,Neutral,Verbal,Never,Undecided,2.4,3.4,Yes,10,Mild,9.4,Financial need,7.6,,Highly unstable,1.2,9.7,9.2,3.8,17.8,No,Professional,Good,6.2,16.0,1.1,12.2,8.6,2.0,1.1
NEPS-SIE-0062,12,0.5,8.5,4.0,Hostile,Cyber,Rarely,University,4.5,4.6,No,19,,3.4,,4.5,Shared,Highly unstable,1.9,1.0,6.0,0.7,15.8,Yes,Informal,,50.9,7.1,9.6,12.4,3.7,2.8,0.9
NEPS-SIE-0062,18,1.3,5.8,5.1,Hostile,Physical,Sometimes,Vocational,1.5,3.1,No,9,Moderate,9.7,Family expects,0.6,Smartphone,Some instability,3.4,9.8,6.4,2.0,1.4,Yes,,,69.2,9.3,13.8,17.0,11.3,6.7,6.0
NEPS-SIE-0062,24,3.3,1.0,8.8,Supportive,Cyber,Rarely,University,6.4,6.9,No,19,Mild,2.4,Self pressure,8.1,,Stable,4.0,8.3,0.1,0.1,7.2,No,Professional,Good,29.1,3.9,11.7,15.3,0.9,0.6,4.0
NEPS-SIE-0063,6,1.7,8.9,7.2,Neutral,Multiple,Rarely,Vocational,2.0,1.8,No,3,,8.3,Family expects,3.8,Smartphone,Some instability,9.4,3.1,2.4,8.1,13.2,No,,,6.5,2.9,18.5,15.9,3.8,7.6,7.5
NEPS-SIE-0063,12,6.0,9.8,2.4,Supportive,Multiple,Rarely,Employment,7.9,3.3,Yes,20,Moderate,8.7,Financial need,2.1,Smartphone,Some instability,7.9,6.1,1.7,3.9,17.6,No,Religious,Some,51.9,3.6,14.2,10.5,9.7,19.1,9.5
NEPS-SIE-0063,18,5.8,6.4,7.9,Hostile,,Rarely,Vocational,8.9,4.5,Yes,12,Mild,3.1,Financial need,5.7,Shared,Some instability,5.5,1.3,0.8,4.4,7.0,No,Professional,Some,51.2,6.7,9.0,8.7,7.4,10.0,5.5
NEPS-SIE-0063,24,0.2,4.4,2.7,Supportive,Physical,Never,Employment,8.4,5.1,Don't know,2,Moderate,9.3,,1.2,Shared,Stable,5.5,3.3,6.8,2.5,14.9,No,Religious,Good,70.6,20.0,20.0,15.0,14.8,18.2,0.2
NEPS-SIE-0064,6,3.0,8.2,7.8,Neutral,Cyber,Never,Undecided,6.5,9.9,Yes,12,Mild,2.3,Family expects,4.7,,Highly unstable,8.1,3.4,0.9,8.5,8.6,No,,Good,43.9,17.1,0.6,2.8,17.5,6.1,14.8
NEPS-SIE-0064,12,5.0,6.6,3.5,Supportive,Cyber,Often,Undecided,7.6,6.9,No,10,,5.7,,9.2,Basic phone,Some instability,5.7,8.0,9.1,5.7,7.8,Maybe,Informal,Some,6.4,7.7,9.5,6.6,19.2,12.8,6.1
NEPS-SIE-0064,18,1.7,6.7,1.8,Hostile,Multiple,Often,University,1.9,0.7,No,9,Mild,2.3,,4.5,Shared,Highly unstable,0.1,3.3,9.1,3.9,19.8,Yes,,Some,74.3,7.8,18.1,4.1,17.4,6.2,16.4
NEPS-SIE-0064,24,6.6,1.6,5.8,Neutral,Multiple,Rarely,Undecided,2.8,0.1,Yes,14,,8.2,Family expects,5.3,,Some instability,4.6,0.4,0.9,6.5,18.4,Maybe,Religious,Some,61.3,16.2,3.5,5.0,18.0,14.7,9.2
NEPS-SIE-0065,6,9.1,1.8,5.7,Neutral,,Rarely,Vocational,2.7,6.3,No,2,Mild,9.1,Financial need,9.9,Smartphone,Some instability,0.8,1.1,7.7,3.3,9.0,Maybe,Informal,,4.5,0.5,12.8,13.5,9.2,6.9,8.0
NEPS-SIE-0065,12,1.9,0.4,2.5,Hostile,Verbal,Sometimes,Undecided,4.8,0.7,Don't know,7,Severe,1.4,Self pressure,8.4,Basic phone,Stable,6.1,1.8,1.2,7.4,3.4,No,Professional,,27.3,8.8,3.6,14.3,17.9,10.6,8.8
NEPS-SIE-0065,18,0.5,6.3,5.2,Hostile,,Often,Employment,4.4,6.0,Yes,12,Mild,9.3,Self pressure,9.1,Basic phone,Stable,0.2,0.3,0.1,8.2,13.6,Yes,Informal,Good,79.7,16.6,3.4,3.3,8.3,2.2,6.5
NEPS-SIE-0065,24,5.6,1.9,2.1,Hostile,Cyber,Often,University,2.3,1.1,No,5,,4.0,Self pressure,0.1,Basic phone,Some instability,2.2,6.6,2.8,6.2,0.9,Yes,,Some,76.8,10.0,19.8,14.3,15.8,18.4,11.4
NEPS-SIE-0066,6,2.5,0.9,3.2,Hostile,Cyber,Rarely,Employment,1.8,7.6,Don't know,10,Severe,0.7,,6.1,,Some instability,5.1,7.4,5.0,7.0,0.3,Yes,Professional,Some,23.6,8.6,4.9,1.6,2.8,10.0,4.0
NEPS-SIE-0066,12,3.8,6.4,2.4,Hostile,Multiple,Often,Employment,1.3,3.2,Yes,16,Severe,6.5,Self pressure,7.5,Basic phone,Highly unstable,3.3,2.4,5.4,9.1,13.3,Yes,Informal,,87.3,10.4,3.7,12.6,1.3,9.8,19.1
NEPS-SIE-0066,18,0.5,9.9,9.4,Supportive,,Rarely,Vocational,2.4,0.8,Don't know,14,Moderate,1.6,Family expects,2.4,Basic phone,Highly unstable,2.5,2.9,4.5,6.4,5.4,Maybe,Professional,Some,39.8,3.4,8.8,10.1,14.7,15.2,16.4
NEPS-SIE-0066,24,7.9,0.2,3.8,Supportive,Physical,Rarely,Vocational,2.6,4.6,No,9,Severe,5.6,Financial need,0.7,Basic phone,Highly unstable,4.7,1.5,1.9,0.1,10.0,No,Religious,Some,40.5,8.3,7.9,14.8,7.7,6.2,19.8
NEPS-SIE-0067,6,0.7,8.8,9.9,Supportive,Cyber,Rarely,Vocational,7.6,9.6,Don't know,11,Severe,6.3,Self pressure,7.0,,Some instability,7.4,2.4,0.3,8.1,12.6,No,Professional,,66.6,3.0,12.1,18.9,2.9,4.9,11.6
NEPS-SIE-0067,12,6.6,1.6,1.2,Supportive,Cyber,Often,University,5.2,1.9,No,5,Severe,2.5,Self pressure,5.0,,Highly unstable,3.1,4.1,8.8,7.3,1.8,No,Religious,Good,26.9,4.2,15.0,14.0,0.1,3.4,9.8
NEPS-SIE-0067,18,1.0,7.7,4.2,Neutral,Physical,Often,Vocational,1.8,1.9,Yes,6,Severe,1.8,,4.5,Basic phone,Stable,2.0,7.5,8.1,1.9,19.7,Maybe,,,91.3,2.2,12.7,1.6,1.7,2.5,1.3
NEPS-SIE-0067,24,0.3,2.3,4.9,Supportive,,Never,Employment,7.5,0.1,Don't know,1,,2.1,,3.8,Shared,Some instability,4.7,3.4,4.3,3.7,17.8,Maybe,Informal,Some,66.5,7.6,1.1,7.1,6.6,2.0,9.1
NEPS-SIE-0068,6,7.0,7.3,8.9,Supportive,,Never,Employment,9.5,7.5,Yes,11,Severe,6.2,Financial need,5.1,Basic phone,Stable,9.9,9.6,8.1,0.2,7.2,Yes,Religious,,44.4,12.1,8.0,12.3,1.6,8.6,18.6
NEPS-SIE-0068,12,9.3,9.9,8.6,Supportive,Cyber,Sometimes,Vocational,7.1,8.7,Don't know,16,,1.3,,3.0,,Stable,9.0,9.6,4.8,5.4,4.9,Yes,Professional,Good,43.5,14.3,3.2,18.6,18.1,15.3,4.4
NEPS-SIE-0068,18,2.6,4.8,9.0,Supportive,Verbal,Often,University,8.0,3.3,Yes,18,,6.4,Financial need,9.1,,Highly unstable,6.4,5.6,8.6,8.1,4.5,Yes,Religious,Good,11.1,6.8,11.8,3.8,18.8,11.5,2.5
NEPS-SIE-0068,24,3.1,3.8,7.4,Neutral,,Rarely,Undecided,9.8,3.2,No,4,Mild,1.1,,5.4,,Some instability,1.4,9.4,8.4,5.0,9.1,No,Religious,Good,74.7,17.0,16.6,0.7,6.4,10.0,13.8
NEPS-SIE-0069,6,2.7,8.5,5.7,Hostile,Verbal,Often,Employment,7.0,3.8,No,4,Mild,8.5,Family expects,7.0,Smartphone,Stable,8.6,7.3,3.0,8.2,18.2,Yes,Professional,,39.2,8.4,9.5,7.0,7.8,1.4,14.5
NEPS-SIE-0069,12,2.8,9.2,7.0,Hostile,Cyber,Never,Vocational,3.2,7.9,Yes,9,Severe,6.5,Family expects,4.4,,Some instability,9.0,2.1,8.0,2.0,13.0,Maybe,Professional,,78.5,17.2,7.5,19.7,13.6,3.4,1.1
NEPS-SIE-0069,18,3.6,4.7,9.5,Supportive,Multiple,Sometimes,Undecided,9.7,6.3,No,7,,1.2,Financial need,4.9,Basic phone,Highly unstable,7.5,7.8,9.9,6.7,1.8,Maybe,,Some,63.2,8.9,0.2,2.3,2.4,12.8,18.2
NEPS-SIE-0069,24,2.2,5.9,9.9,Neutral,Physical,Never,Vocational,3.8,10.0,Don't know,13,Moderate,5.7,,3.3,Basic phone,Some instability,8.1,0.2,5.6,5.4,16.2,Maybe,Professional,,83.7,10.8,16.4,13.0,15.1,4.1,13.2
NEPS-SIE-0070,6,1.2,8.6,7.0,Supportive,Multiple,Often,Employment,1.2,1.3,Yes,20,Mild,0.9,Self pressure,8.5,Smartphone,Stable,9.8,5.1,3.6,5.4,8.5,No,Professional,Good,30.1,18.9,10.4,15.7,13.2,8.9,11.5
NEPS-SIE-0070,12,7.0,5.2,9.9,Neutral,Multiple,Rarely,University,6.6,0.4,Yes,6,Mild,3.0,Family expects,9.6,Basic phone,Highly unstable,3.6,1.3,6.2,0.7,5.1,Maybe,Informal,Some,45.6,18.9,13.5,18.8,2.9,4.1,12.6
NEPS-SIE-0070,18,2.7,6.3,6.5,Hostile,Physical,Rarely,Undecided,8.2,3.2,No,12,,9.6,Family expects,0.8,Smartphone,Highly unstable,1.1,5.5,0.7,6.4,7.3,Maybe,Religious,Good,86.9,4.5,0.2,7.5,19.4,7.6,2.1
NEPS-SIE-0070,24,9.3,1.8,7.3,Neutral,Multiple,Often,University,5.3,7.0,No,17,Moderate,6.1,,1.7,,Stable,3.5,7.4,9.7,5.3,11.9,Maybe,,,12.8,0.2,10.3,3.1,2.5,7.6,14.7
NEPS-SIE-0071,6,0.5,7.3,9.7,Hostile,Verbal,Often,Undecided,1.8,9.9,No,16,Moderate,2.8,Financial need,5.2,Basic phone,Some instability,6.4,0.9,3.1,7.7,16.9,No,Professional,Good,73.0,18.9,3.3,1.1,14.9,11.1,9.9
NEPS-SIE-0071,12,8.7,9.6,4.2,Hostile,Verbal,Often,Undecided,5.2,10.0,Don't know,3,Severe,0.1,Family expects,9.1,Smartphone,Highly unstable,4.2,5.3,3.5,9.9,13.2,No,Professional,,44.9,3.4,18.6,15.3,18.1,3.5,7.3
NEPS-SIE-0071,18,1.3,3.5,0.5,Neutral,Cyber,Rarely,Employment,9.7,3.4,Don't know,7,,2.9,Financial need,2.9,Basic phone,Stable,7.4,5.7,2.2,3.0,18.7,No,Professional,Some,89.2,17.0,1.1,0.1,9.2,6.0,2.1
NEPS-SIE-0071,24,3.5,7.2,4.0,Supportive,,Often,Undecided,2.0,5.3,Yes,13,,9.1,,1.6,Shared,Stable,4.7,3.7,3.6,8.9,10.7,Maybe,Professional,Some,65.6,8.8,2.8,14.9,0.1,17.7,14.2
NEPS-SIE-0072,6,1.1,2.8,1.3,Neutral,Physical,Never,Vocational,6.7,9.5,Don't know,8,,4.2,Financial need,8.0,Basic phone,Some instability,7.5,7.8,4.0,7.3,14.8,Maybe,Informal,Good,95.8,15.9,2.5,6.9,0.3,13.7,1.0
NEPS-SIE-0072,12,8.3,4.3,6.0,Supportive,Cyber,Often,Employment,2.8,0.8,No,7,Mild,7.3,Family expects,2.5,Smartphone,Some instability,9.9,2.5,8.2,2.0,14.1,Yes,Informal,Good,99.3,11.8,12.7,4.6,2.6,0.8,19.8
NEPS-SIE-0072,18,9.3,4.3,6.2,Supportive,,Often,Undecided,5.2,7.0,Yes,7,Moderate,4.3,,5.1,Smartphone,Some instability,1.1,3.6,9.4,7.1,4.9,Yes,Informal,Good,0.1,13.2,6.4,5.7,5.6,12.1,8.6
NEPS-SIE-0072,24,2.5,4.9,3.3,Supportive,,Never,Vocational,3.3,7.4,No,18,Moderate,2.4,Self pressure,2.1,,Stable,8.9,1.3,7.4,1.2,11.7,No,Informal,Good,70.5,18.5,1.5,10.9,6.9,14.5,19.8
NEPS-SIE-0073,6,2.0,7.2,0.4,Supportive,Cyber,Sometimes,Employment,8.9,4.5,Don't know,3,Severe,0.7,Financial need,5.2,Smartphone,Stable,6.0,7.0,1.3,0.5,11.3,No,Informal,,81.5,9.9,10.6,10.3,1.5,8.8,10.2
NEPS-SIE-0073,12,5.6,3.9,6.1,Supportive,Verbal,Never,Vocational,5.7,5.9,Yes,16,Severe,5.0,Self pressure,3.0,Basic phone,Some instability,7.1,5.5,1.7,0.5,4.8,Yes,Informal,Some,92.7,5.4,15.8,12.8,5.0,16.5,10.7
NEPS-SIE-0073,18,0.0,3.5,6.1,Neutral,Physical,Never,Employment,7.2,4.1,Don't know,9,Moderate,9.9,,8.2,Basic phone,Highly unstable,9.7,1.8,9.7,5.4,19.6,No,Professional,,74.6,7.6,13.1,17.4,12.7,11.0,16.3
NEPS-SIE-0073,24,2.2,2.7,5.8,Neutral,Verbal,Often,Vocational,7.3,4.3,Yes,15,,5.0,Financial need,1.9,Basic phone,Stable,5.7,9.4,1.8,2.8,6.2,Yes,,,60.8,1.4,1.4,4.9,18.2,19.4,2.0
NEPS-SIE-0074,6,5.3,7.3,8.1,Hostile,,Often,Undecided,0.2,8.3,Don't know,1,Mild,2.5,,2.7,Smartphone,Stable,9.6,1.1,7.4,3.4,14.1,Yes,Informal,Some,76.0,17.8,16.3,6.1,9.6,4.9,10.9
NEPS-SIE-0074,12,2.7,5.4,0.2,Supportive,,Sometimes,University,5.1,8.4,Yes,0,Mild,0.2,Financial need,3.9,Shared,Highly unstable,2.9,9.2,6.8,6.9,14.3,Yes,,Good,99.1,4.5,19.1,5.6,1.5,6.7,7.2
NEPS-SIE-0074,18,9.2,0.8,0.4,Supportive,Verbal,Often,Employment,6.0,6.8,Yes,9,Moderate,3.5,,2.7,,Highly unstable,3.7,2.7,9.1,8.0,15.8,Yes,Informal,Some,14.8,8.9,15.9,19.5,16.3,2.3,8.5
